Sentence #,Word,Pos
,পূৰাবলৈহে,V
,মাত্ৰ,ADJ
,সৃষ্টি,N
,কৰে,V
,।,।
Sentence: 348,কিন্তু,CON
,মানুহে,N
,সৃষ্টি,N
,কৰে,V
,।,।
Sentence: 349,মানুহে,N
,সৃষ্টি,N
,কৰে,V
,স্থূল,N
,প্ৰয়োজনবোৰৰ,N
,পৰা,PREP
,মুক্ত,N
,।,।
Sentence: 350,কিন্তু,CON
,মই,PR
,এক,ADJ
,জাৰজ,ADJ
,সন্তানৰ,N
,পিতৃ,N
,।,।
Sentence: 351,মই,PR
,এক,ADJ
,অবিবাহিত,ADJ
,পিতৃ,N
,আদৰ্শ,N
,ব্যক্তি,N
,সৃষ্টিৰ,N
,অস্বীকাৰ,ADJ
,কৰিও,V
,মই,PR
,এজন,ADJ
,আদৰ্শ,N
,পিতৃ,N
,।,।
Sentence: 352,এৰিয়া,N
,এৰেণবুৰ্গৰ,N
,ভাষাৰে,N
,এখন,ADJ
,নতুন,ADJ
,সমাজৰ,N
,মানুহে,N
,প্ৰকৃত,ADJ
,মানুহ,N
,",",","
,যি,PR
,এক,ADJ
,জটিল,ADJ
,সমৃদ্ধ,ADJ
,আৰু,CON
,পৰিপূৰ্ণ,N
,জীৱন,N
,যাপন,N
,কৰে,V
,",",","
,তেন্তে,ADV
,মানুহৰ,N
,কাৰণে,CON
,এটা,ADJ
,জটিল,ADJ
,কাম,N
,আমাৰ,PR
,কান্ধত,N
,পৰিছে,V
,।,।
Sentence: 353,মা,N
,তোমালৈ,PR
,মোৰ,PR
,মনত,N
,পৰিছে,V
,।,।
Sentence: 354,প্ৰায়েই,ADV
,মই,PR
,ৰাত্ৰি,N
,যাপন,N
,কৰিবলৈ,V
,যোৱা,V
,মোৰ,PR
,সেই,PR
,তিৰোতাজনীলৈ,N
,মনত,N
,পৰিছে,V
,।,।
Sentence: 355,চিমিল,N
,টানি,V
,আহি,V
,থকা,V
,অৱস্থাতে,N
,নলিনী,N
,আৰু,CON
,কমললৈ,N
,চাই,V
,।,।
Sentence: 356,এই,PR
,নলিনীও,N
,মৰিল,V
,দেই,V
,",",","
,সেইটো,PR
,তয়ে,PR
,ময়েহে,PR
,ৰৈছোঁ,V
,আমি,PR
,দুটা,ADJ
,অন্ততঃ,CON
,ধৈৰ্য্য,N
,ধৰি,V
,সবল,ADJ
,হৈ,V
,থাকিব,V
,লাগিল,V
,।,।
Sentence: 357,নহয়,V
,জানো,CON
,ধীৰেন,N
,?,?
Sentence: 358,তোৰ,PR
,বেয়া,ADJ
,লাগিছে,V
,নেকি,CON
,?,?
Sentence: 359,তোৰ,PR
,আকৌ,ADV
,সমাজ,N
,সংস্কাৰকৰ,N
,নাকটোৰে,N
,ফুটা,N
,দুটাও,ADJ
,ডাঙৰ,ADJ
,",",","
,অলপতে,ADJ
,দুৰ্গন্ধ,ADJ
,পাৱ,V
,।,।
Sentence: 360,গা-মন,N
,বেয়া,ADJ
,লাগিছে,V
,যদি,CON
,হোঁ,CON
,এক,ADJ
,চিলিম,N
,টানি,V
,দে,V
Sentence: 361,নালাগে,V
,",",","
,মই,PR
,ঠিকেই,ADJ
,আছোঁ,V
Sentence: 362,অলপ,ADJ
,সময়,N
,অপেক্ষা,N
,কৰিলেও,V
,।,।
Sentence: 363,তই,PR
,নাটন,V
,যদি,CON
,ময়ে,PR
, অকলে অকলে,ADV
,টানি,V
,থাকোঁ,V
,।,।
Sentence: 364,গাঞ্জা,N
,এতিয়াও,ADV
,অলপ,ADJ
,আছে,V
,।,।
Sentence: 365,কাম,N
,আৰম্ভ,N
,হʼলে,V
,আৰু,CON
,গাঞ্জা,N
,খোৱাৰ,V
,সময়,N
,নহʼব,V
,।,।
Sentence: 366,নবীনে,N
,আকৌ,ADV
,চিলিম,N
,টানিবলৈ,V
,ধৰে,V
,।,।
Sentence: 367,আৰু,CON
,কিমান,ADJ
,টান,V
,অ,CON
,",",","
,মূৰ,N
,ঠিক,ADJ
,নাথাকিব,V
,।,।
Sentence: 368,এৰা,CON
,হয়,V
,দে,V
,",",","
,সেইটোও,PR
,ঠিক,ADJ
,কৈছ,V
,",",","
,বহুত,ADJ
,বেছি,ADJ
,টান,V
,হৈছে,V
,আজি,PR
,বেলেঞ্চ,ADJ
,ৰাখিব,V
,নোৱাৰা,V
,যেন,ADJ
,লাগিছে,V
,",",","
,এতিয়া,ADV
,সময়ো,N
,ওচৰ,PREP
,চাপি,V
,আহিছে,V
,।,।
Sentence: 369,শেষ,ADJ
,সময়ত,N
,ব্ৰেইন,N
,ফেল,N
,মাৰিব,V
,লাগিলে,V
,সৰ্বনাশ,N
,হʼব,V
,ধীৰেন,N
,",",","
,এটা,ADJ
,কাম,N
,কৰোঁ,V
,অলপ,ADJ
,বেলেঞ্চৰ,ADJ
,অভ্যাস,N
,কৰি,V
,থাকোঁ,V
,কি,CON
,কৱ,V
,?,?
Sentence: 370,প্ৰথমে,ADJ
,মই,PR
,কৰোঁ,V
,",",","
,তাৰ,PR
,পিছত,ADJ
,তই,PR
,।,।
Sentence: 371,নবীন,N
,পিছুৱাই পিছুৱাই,ADV
,খোজকাঢ়ি,V
,প্ৰথম,ADJ
,মঞ্চলৈ,N
,যায়,V
,আৰু,CON
,তোৰণৰ,N
,ভিতৰ,PREP
,সোমায়,V
,।,।
Sentence: 372,ক্ষন্তেক,ADJ
,নীৰৱে,ADJ
,পাৰ,V
,হয়,V
,।,।
Sentence: 373,লাহে লাহে,ADV
,চতুৰ্থ,ADJ
,মঞ্চত,N
,পোহৰ,ADJ
,পৰে,V
,আৰু,CON
,তোৰণৰ,N
,ভিতৰৰ,N
,পৰা,PREP
,সেই,PR
,মঞ্চলৈ,N
,নাৰী,N
,মাতৃবেশত,ADJ
,উঠি,V
,আহে,V
,।,।
Sentence: 374,ধীৰেন,N
,সেইপিনে,PR
,আগুৱাই,N
,যায়,V
Sentence: 375,মা,N
,মোৰ,PR
,বৰ,ADJ
,ভয়,ADJ
,লাগিছে,V
,বৰ,ADJ
,ভয়,ADJ
,লাগিছে,V
,মই,PR
,কʼলোঁ,V
Sentence: 376,ভয়,ADJ
,নাই,V
,বাচা,N
,একো,ADJ
,ভয়,ADJ
,নাই,V
,",",","
,মোৰ,PR
,বুকুৰ,N
,কাষত,N
,থাকিলে,V
,একো,ADJ
,ভয়,ADJ
,নাই,V
,।,।
Sentence: 377,ধীৰেন,N
,:,:
,মায়ে,N
,কʼলে,V
Sentence: 378,নিশাৰ,N
,ঘন,ADJ
,আন্ধাৰত,N
,",",","
,জিপ্‌জিপীয়া,ADJ
,বৰষুণত,N
,তিতি,V
,",",","
,পুলিচ,N
,আৰু,CON
,চি আই ডিৰ,N
,চোকা,ADJ
,দৃষ্টিৰপৰা,N
,পলাই,V
,শেষবাৰৰ,ADJ
,কাৰণে,CON
,গোপনে,ADV
,মই,PR
,এবাৰ,ADV
,মাক,N
,দেখা,V
,কৰিবলৈ,V
,আহিলোঁ,V
,।,।
Sentence: 379,বহুত,ADJ
,দিনৰ,N
,মূৰত,ADJ
,গাঁৱে-ভূঞে,N
,",",","
,পৰ্বতে-পাহাৰে,N
,",",","
,নগৰে-চহৰে,N
,পলাই,V
,ফুৰোঁতে,V
,কতসাঁজ,N
,একো,ADJ
,নজ্বলোৱাকৈ,V
,মাত্ৰ,ADJ
,মমৰ,N
,পোহৰত,ADJ
,মায়ে,N
,লৰালৰিকৈ,N
,খিচিৰী,N
,ৰান্ধি,V
,মোক,PR
,খাবলৈ,V
,।,।
Sentence: 380,মোৰ,PR
,কাষতে,ADJ
,বহি,V
,",",","
,ঘৰৰ,N
,গাখীৰেৰে,N
,মাখন,N
,তুলি,V
,কৰা,V
,ঘিউ,N
,বাটিত,N
,গৰম,ADJ
,কৰি,V
,চামুচেৰে,N
,খিচিৰীত,N
,ঢালি,V
,দি,V
,থাকিল,V
,।,।
Sentence: 381,উশাহ,N
,নসলোৱাকৈ,V
,ঘৰৰ,N
,",",","
,পৰিয়ালৰ,N
,",",","
,আত্মীয়-কুটুম্বৰ,N
,",",","
,ওচৰ-চুবুৰীয়াৰ,N
,প্ৰত্যেকৰে,ADJ
,বিশেষ,ADV
,খবৰবোৰ,N
,হৰহৰকৈ,ADV
,কৈ,V
,যাবলৈ,V
,ধৰিলে,V
,।,।
Sentence: 382,মাজে মাজে,ADV
,কথাৰ,N
,আঁত,N
,হেৰাই,V
,একোটা,ADJ
,দীঘল,ADJ
,হুমুনিয়াহ,N
,পেলায়,V
,।,।
Sentence: 383,নিজে,PR
,নজনাকৈ,V
,মাৰ,N
,চকুৰপৰা,N
,মমৰ,N
,জুইত,N
,লোতক,N
,সৰি,V
,।,।
Sentence: 384,ফৰফৰকৈ,ADV
,শব্দ,N
,কৰি,V
,মমৰ,N
,পোহৰখিনি,ADJ
,কঁপি,V
,।,।
Sentence: 385,বটুৱাটোৰ,N
,শেষ,ADJ
,খিচিৰীখিনি,N
,চুঁচি,V
,কাঁহিখনত,N
,দি,V
,",",","
,বাটিটোত,N
,থকা,V
,গোটেইখিনি,ADJ
,ঘিউ,N
,তাতে,PR
,ঢালি,V
,দি,V
,মায়ে,N
,কʼলে,V
,।,।
Sentence: 386,বাচা ধীৰু,N
,",",","
,আজি,PR
,আকৌ,ADV
,এবাৰ,ADJ
,তোক,PR
,কওঁ,V
,",",","
,মোৰ,PR
,কথা,N
,শুনিবি,V
,?,?
Sentence: 387,ধীৰেন,N
,:,:
,কোৱা,V
,।,।
Sentence: 388,মই,PR
,বুজিছিলো,V
,",",","
,মায়ে,N
,কি,CON
,কʼব,V
,।,।
Sentence: 389,পথ,N
,আৰু,CON
,এৰি,V
,দে,V
,।,।
Sentence: 390,মা,N
,",",","
,এই,PR
,যে,CON
,মাজৰাতি,N
,খিচিৰীখিনি,N
,ৰান্ধি,V
,তুমি,PR
,মোক,PR
,খাবলৈ,V
,দিলা,V
,",",","
,এইখিনি,PR
,খুৱাই,V
,এতিয়া,ADV
,মোৰ,PR
,পথেদি,N
,আৰু,CON
,বহুত,ADJ
,দূৰ,ADJ
,আগুৱাই,N
,যাবলৈ,V
,তুমি,PR
,মোক,PR
,শক্তি,N
,দিলা,V
,।,।
Sentence: 391,তুমি,PR
,মুখেৰে,N
,এই,PR
,পথ,N
,এৰি,V
,দিবলৈ,V
,কʼলে,V
,কি,CON
,হʼব,V
,",",","
,মই,PR
,জানো,V
,নহয়,V
,মা,N
,তুমি,PR
,আচলতে,ADJ
,কি,CON
,বিচাৰা,V
,।,।
Sentence: 392,ধেমালি,N
,নকৰ,V
,ধীৰু,N
,",",","
,তোৰ,PR
,কিবা,ADJ
,এটা,ADJ
,হʼলে,V
,মোৰ,PR
,কি,CON
,হʼব,V
,?,?
Sentence: 393,তই,PR
,মোৰ,PR
,একেটা,ADJ
,লʼৰা,N
,।,।
Sentence: 394,মা,N
,তুমি,PR
,কেতিয়াৰপৰা,PR
,ইমান,PR
,স্বাৰ্থপৰ,N
,হʼলা,V
,?,?
Sentence: 395,তেমাৰ,PR
,দেখোঁন,CON
,কেবাশও,ADJ
,লʼৰা-ছোৱালী,N
,আছে,V
,।,।
Sentence: 396,আজি,PR
,আবেলি,N
,আৰু,CON
,চাৰিটা,ADJ
,লʼৰা,N
,আৰু,CON
,দুজনী,ADJ
,ছোৱালীয়ে,N
,সক্ৰিয়ভাৱে,ADJ
,নামভৰ্তি,N
,কৰিছে,V
,।,।
Sentence: 397,মুঠ,ADV
,পাঁচশ ছজন,N
,হৈছে,V
,।,।
Sentence: 398,সঁচা,N
,কথা,N
,তহঁতৰ,PR
,প্ৰত্যেকেই,ADJ
,মোৰ,PR
,সন্তান,N
,আৰু,CON
,সেই,PR
,কাৰণেই,CON
,তহঁত,PR
,আটাইবিলাকেই,ADJ
,এই,PR
,পথৰপৰা,N
,আঁতৰি,ADJ
,।,।
Sentence: 399,আহ,V
,মই,PR
,তাকে,PR
,বাঞ্ছা,ADJ
,কৰোঁ,V
,।,।
Sentence: 400,তহঁতৰ,PR
,এই,PR
,পথ,N
,মই,PR
,শুদ্ধ,N
,বুলি,CON
,মানি,V
,লʼব,V
,নোৱাৰোঁ,V
,।,।
Sentence: 401,চোৱা,V
,মা,N
,আমাৰ,PR
,লক্ষ্য,N
,আমূল,ADJ
,পৰিৱৰ্তন,N
,গুৰিৰ,N
,শিপাৰ,N
,সৈতে,PREP
,উঘালি,V
,পেলোৱা,V
,।,।
Sentence: 402,মাত্ৰ,ADJ
,ডাল-পাত,N
,কাটি,V
,",",","
,কলম,N
,দি,V
,নতুন,ADJ
,ৰূপ,N
,দিয়াৰ,V
,নীতি,N
,নহয়,V
,।,।
Sentence: 403,আমি,PR
,পুৰণি,ADJ
,গছজোপা,N
,গুৰিশিপাৰে,N
,সৈতে,PREP
,উঘালি,V
,এজোপা,ADJ
,নতুন,ADJ
,গছ ৰুম,N
,।,।
Sentence: 404,ডাল-পাত,N
,কটা,V
,",",","
,কলম,N
,দিয়া,V
,পানী-সাৰ,N
,দিয়া,V
,কাম,N
,বুদ্ধি-কৌশলৰ,N
,লগতে,PREP
,শক্তি,N
,প্ৰয়োগ,N
,হʼব,V
,লাগিব,V
,।,।
Sentence: 405,আৰু,CON
,গছজোপা,N
,উঘালি,V
,মাটিত,N
,পৰোঁতে,V
,দুই-চাৰিটা,ADJ
,প্ৰাণী,N
,নাশ,ADJ
,হʼবই,V
,।,।
Sentence: 406,তাত,PR
,অনুকম্পাৰ,N
,স্থান,N
,নাই,V
,নাৰী,N
,বাৰু,CON
,এটা,ADJ
,কথা,N
,সোধোঁ,V
,বাচা,N
,।,।
Sentence: 407,ধীৰেন,N
,:,:
,কি,CON
,মা,N
,?,?
Sentence: 408,তোক,PR
,যদি,CON
,হঠাৎ,ADV
,পুলিচে,N
,কʼৰবাত,PR
,ধৰি,V
,পেলায়,V
,",",","
,তোৰ,PR
,কি,CON
,শাস্তি,N
,হʼব,V
,পাৰে,V
,?,?
Sentence: 409,তেনেহʼলে,ADV
,",",","
,আকৌ,ADV
,যদি,CON
,জেলৰপৰা,N
,বা,CON
,পুলিচৰ,N
,হাতৰপৰা,N
,সোনকালেই,ADV
,পলাই,V
,আহিব,V
,নোৱাৰোঁ,V
,তেন্তে,ADV
,চৰম,ADJ
,পৰিণতিৰ,N
,কাৰণে,CON
,তুমি,PR
,মনক,N
,সাজু,N
,কৰি,V
,ৰাখিবা,V
,মা,N
,।,।
Sentence: 410,নাৰী,N
,:,:
,চৰম,ADJ
,পৰিণতি,N
,।,।
Sentence: 411,ধীৰেন,N
,:,:
,মৃত্যু,N
,ফাঁচী,N
Sentence: 412,নাৰী,N
,:,:
,ফাঁচী,N
,!,!
Sentence: 413,ওঁ,CON
,",",","
,মা,N
,তাতকৈ,PR
,কম,ADJ
,শাস্তি,N
,মোৰ,PR
,নহʼব,V
,।,।
Sentence: 414,কিন্তু,CON
,মা,N
,",",","
,মই,PR
,ধৰা,V
,পৰিলে,V
,তোমাৰ,PR
,আৰু,CON
,বহুত,ADJ
,সন্তান,N
,থাকিব,V
,।,।
Sentence: 415,সিহঁতকো,PR
,সদায়,ADV
,মোক,PR
,কৰাৰ,V
,দৰেই,CON
,আশীৰ্বাদ,N
,কৰিবা,V
,।,।
Sentence: 416,কেতিয়াবা,ADV
,কোনো,PR
,এটা,ADJ
,হঠাৎ,ADV
,ওলালেহি,V
,লৰালৰিকৈ,N
,খিচিৰীকে,N
,এসাঁজ,ADJ
,ৰান্ধি,V
,খুবাৱা,V
,।,।
Sentence: 417,জানা,CON
,মা,N
,আমাৰ,PR
,কিমান,ADJ
,কষ্টৰ,N
,জীৱন,N
,মই,PR
,আৰু,CON
,পলম,ADJ
,নকৰোঁ,V
,মা,N
,।,।
Sentence: 418,ৰাতিপুৱাৰ,N
,আগতেই,N
,মই,PR
,এই,PR
,নগৰ,N
,এৰি,V
,গাঁৱত,N
,সোমাবগৈ,V
,লাগিব,V
,।,।
Sentence: 419,নাৰী,N
,আজিকালি,PR
,পুলিচবিলাক,N
,ঘনাই ঘনাই,ADV
,আমাৰ,PR
,ঘৰলৈ,N
,অহা,V
,হৈছে,V
,।,।
Sentence: 420,মোৰ,PR
,যে,CON
,অনবৰত,ADJ
,বুকুখন,N
,ধপধপাই,ADV
,থাকে,V
,।,।
Sentence: 421,সাহ,N
,বান্ধি,V
,থাকিবা,V
,মা,N
,।,।
Sentence: 422,আমাৰ,PR
,দলৰ,N
,শক্তি,N
,যিমানেই,ADJ
,বৃদ্ধি,N
,পাইছে,V
,",",","
,সিমানেই,ADJ
,পুলিচৰ,N
,সৰ্তকতাও,V
,বৰকৈ,ADJ
,বৃদ্ধি,N
,পাইছে,V
,।,।
Sentence: 423,কেবাজনো,ADJ
,কমৰেড,N
,ধৰা,V
,পৰিছে,V
,।,।
Sentence: 424,ময়ো,PR
,কোনোবাদিনা,PR
,ধৰা,V
,পৰি,V
,যাব,V
,পাৰোঁ,V
,।,।
Sentence: 425,তুমি,PR
,আজি,PR
,মোক,PR
,তোমাৰ,PR
,মন,N
,সাহসেৰে,N
,পূৰ্ণ,ADJ
,কৰি,V
,আশীৰ্বাদ,N
,দিয়া,V
,",",","
,আমাৰ,PR
,যাত্ৰা,N
,জয়,N
,হওক,V
,।,।
Sentence: 426,মা,N
,:,:
,বাচা,N
,বাচা,N
,মোৰ,PR
Sentence: 427,মাক,N
,সেৱা,N
,এটা,ADJ
,কৰিবলৈ,V
,ধৰোঁতেই,V
,হঠাৎ,ADV
,বাটত,N
,পুলিচৰ,N
,হুইচেল,N
,বাজি,V
,উঠিল,V
,।,।
Sentence: 428,মই,PR
,জাঁপ,N
,মাৰি,V
,উঠিলোঁ,V
,।,।
Sentence: 429,মায়ে,PR
,সাবটি,ADJ
,ধৰিলে,V
,।,।
Sentence: 430,মাৰ,N
,বুকুৰ,N
,মাজৰপৰা,PREP
,বেগাই,ADV
,ওলাই,V
,পিছফালৰ,ADJ
,দুৱাৰেদি,N
,বাৰাণ্ডাত,N
,থিয়,ADJ
,হʼলোঁ,V
,।,।
Sentence: 431,বাৰীখনৰ,N
,মাজেৰে,ADV
,যোৱা,V
,আলিটোলৈ,N
,নামি,V
,গʼলোঁ,V
,।,।
Sentence: 432,মায়ে,N
,মমডাল,N
,নুমাই,V
,দিলে,V
,।,।
Sentence: 433,চতুৰ্থ,ADJ
,মঞ্চত,N
,পোহৰ,ADJ
,নোহোৱা,V
,হয়,V
,।,।
Sentence: 434,আকৌ,ADV
,আগৰ,N
,দৰে,ADJ
,ক্ষীণ,ADJ
,পোহৰ,ADJ
,হয়,V
,।,।
Sentence: 435,চতুৰ্থ,ADJ
,মঞ্চত,N
,দৰ্শকৰ,N
,পিনে,ADV
,পিঠি,N
,দি,V
,ধীৰেন,N
,জঠৰ,N
,হৈ,V
,বহি,V
,থাকে,V
,।,।
Sentence: 436,লাহে লাহে,ADV
,মধ্যম,ADJ
,মঞ্চলৈ,N
,নবীন,N
,ভিতৰৰ,PREP
,পৰা,PREP
,চিলিম,N
,টানি,V
,উঠি,V
,আহে,V
,।,।
Sentence: 437,নবীন,N
,:,
,মাতৃ,N
,যা,CON
,দেৱী,N
,সৰ্বভূতেষু,ADJ
,মাতৃ,N
,ৰূপেন,N
,সংস্থিতা,ADJ
,।,।
Sentence: 438,মাতৃ,N
,যা,CON
,দেৱী,N
,সৰ্বভূতেষু,ADJ
,চেতনা,N
,ইতি,CON
,অভিধিয়তে,N
,মোৰ,PR
,তেতিয়া,PR
,চৈধ্য,ADJ
,বছৰ,N
,বয়স,N
,।,।
Sentence: 439,মই,PR
,সৰুৰেপৰা,ADJ
,ভীষণ,ADJ
,উদণ্ড,ADJ
,আছিলোঁ,V
,।,।
Sentence: 440,আৰু,CON
,মা-দেউতাৰপৰা,N
,পাইছিলোঁ,V
,মোৰ,PR
,প্ৰতি,ADJ
,কাম,N
,আৰু,CON
,কথাতে,N
,বাধা,V
,।,।
Sentence: 441,মোৰ,PR
,অত্যাচাৰত,ADJ
,মা-দেউতা,N
,অতিষ্ঠ,ADJ
,হৈ,V
,উঠিছিল,V
,।,।
Sentence: 442,মই,PR
,ক্লাছ,N
,এইটৰ,ADJ
,লʼৰা,N
,।,।
Sentence: 443,নাইনৰ,N
,লʼৰাবিলাকে,N
,আমাৰ,PR
,ক্লাছৰ,N
,লʼৰাবিলাকক,N
,মাইকী,N
,বুলি,CON
,কোৱাত,V
,মই,PR
,অকলেই,ADV
,গৈ,V
,বাটত,N
,ধৰি,V
,সিহঁতৰ,PR
,লীডাৰটোক,N
,দোঘোচা,N
,লগাওঁতেই,V
,সি,PR
,ভয়ত,N
,দৌৰ,V
,মাৰি,V
,গৈ,V
,জোৰত,ADJ
,আহি,V
,থকা,V
,এখন,ADJ
,মটৰৰ,N
,সমুখত,PREP
,পৰিল,V
,আৰু,CON
,মূৰত,N
,অতি,ADJ
,বেয়াকৈ,ADJ
,আঘাত,N
,পালে,V
,।,।
Sentence: 444,নিশা,N
,সৰু,ADJ
,ভনীজনীয়ে,N
,আহি,V
,খবৰ,N
,দিলে,V
,হস্পিটেলত,N
,লʼৰাটো,N
,ঢুকাল,V
,।,।
Sentence: 445,পুৱা,N
,নিশা,N
,ঘৰৰপৰা,N
,গোপনে,ADV
,ওলাই,V
,আহিলোঁ,V
,।,।
Sentence: 446,ৰেʼল,N
,ষ্টেচনৰ,N
,পিনে,ADV
,আগুৱাই,N
,গʼলোঁ,V
,নামনিমুবা,N
,এখন,ADJ
,ৰেʼলত,N
,উঠি,V
,পিছদিনা,ADJ
,আহি,V
,এই,PR
,চহৰখনত,N
,নামি,V
,দিলোঁ,V
,।,।
Sentence: 447,তেতিয়াৰপৰা,PR
,মোৰ,PR
,এক,ADJ
,গৃহহাৰা,ADJ
,জীৱন,N
,।,।